Code,ID,Mode,Level,Nationality,L1,Concordance Line,Verb,BCC_COLL,Functions,Intended Function,Error,Error-Type-New,Error-Type-Old,BCC_Frequency,CSL_Score,CSL_COLL,Accessibility,Semantics
W_A_M_QAL_KZ_5,QAL_KZ,W,L3,KZ,TK,[GLCLC text removed],念念不忘,Attracted,MS,,,,,28.0,0.0,Repelled,6.0,Psych
W_A_F_JBLU_KR_4,JBLU_KR,W,L3,KR,KR,[GLCLC text removed],想,Repelled,MS,,,,,228.0,0.0,Repelled,1.0,Psych
S_A_F_GSJ_TH,GSJ_TH,S,L3,TH,TH,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
S_A_F_GSJ_TH,GSJ_TH,S,L3,TH,TH,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
S_A_F_YYQH_JP,YYQH_JP,S,L3,JP,JP,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_MQH_VN_1,MQH_VN,W,L3,VN,VN,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_WLN_KZ_3,WLN_KZ,W,L3,KZ,TK,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_YENY_KZ_1,YENY_KZ,W,L3,KZ,TK,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_ZZ_KZ_1,ZZ_KZ,W,L3,KZ,TK,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_XIW_RU_1,XIW_RU,W,L3,RU,RU,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_ZJM_IR_1,ZJM_IR,W,L3,IR,Other,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_DAJM_RU,DAJM_RU,W,L3,RU,RU,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_FSHY_VN_6,FSHY_VN,W,L3,VN,VN,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_MQH_VN_6,MQH_VN,W,L3,VN,VN,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_CGL_MG_5,CGL_MG,W,L3,MG,Other,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_DLST_UZ_1,DLST_UZ,W,L3,UZ,TK,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_DLST_UZ_1,DLST_UZ,W,L3,UZ,TK,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_HANL_KZ,HANL_KZ,W,L3,KZ,TK,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_QS_US_1,QS_US,W,L3,US,EN,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_WHY_TH_3,WHY_TH,W,L3,TH,TH,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_YLYA_RU_1,YLYA_RU,W,L3,RU,RU,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_LUJ_PA_2,LUJ_PA,W,L3,PA,ES,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_FSHY_VN_5,FSHY_VN,W,L3,VN,VN,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_LUJ_PA_1,LUJ_PA,W,L3,PA,ES,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_RYQ_VN_1,RYQ_VN,W,L3,VN,VN,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_ZLB_RU_1,ZLB_RU,W,L3,RU,RU,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_LYN_RU_1,LYN_RU,W,L3,RU,RU,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_HSHU_ID_2,HSHU_ID,W,L3,ID,Other,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_HSHU_ID_2,HSHU_ID,W,L3,ID,Other,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_JMZJ_KR,JMZJ_KR,W,L3,KR,KR,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_MCWX_JP_1,MCWX_JP,W,L3,JP,JP,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_CRHU_KR,CRHU_KR,W,L3,KR,KR,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_TMEH_KZ_1,TMEH_KZ,W,L3,KZ,TK,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_YTQZ_JP_2,YTQZ_JP,W,L3,JP,JP,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_KELA_PE_2,KELA_PE,W,L3,PE,ES,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_DOJM_KR_7,DOJM_KR,W,L3,KR,KR,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_FSHY_VN_8,FSHY_VN,W,L3,VN,VN,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_WLN_KZ_8,WLN_KZ,W,L3,KZ,TK,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_HSMH_JP_8,HSMH_JP,W,L3,JP,JP,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_QAL_KZ_6,QAL_KZ,W,L3,KZ,TK,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_WPY_VN_6,WPY_VN,W,L3,VN,VN,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_WWY_VN_5,WWY_VN,W,L3,VN,VN,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_ZJM_IR_5,ZJM_IR,W,L3,IR,Other,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_JBLU_KR_4,JBLU_KR,W,L3,KR,KR,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_JBLU_KR_4,JBLU_KR,W,L3,KR,KR,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_LMHU_BR,LMHU_BR,W,L3,BR,PT,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_M_LK_FR_2,LK_FR,W,L3,FR,FR,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_GB_MX_6,GB_MX,W,L3,MX,ES,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_GB_MX_4,GB_MX,W,L3,MX,ES,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_YLN_RU_5,YLN_RU,W,L3,RU,RU,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_JBLU_KR_3,JBLU_KR,W,L3,KR,KR,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_JML_KR_3,JML_KR,W,L3,KR,KR,[GLCLC text removed],感,Attracted,MS,,,,,1119.0,53.75,Attracted,2.0,Psych
W_A_F_MQH_VN_5,MQH_VN,W,L3,VN,VN,[GLCLC text removed],感到,Attracted,MS,,,,,6686.0,5.56,Repelled,2.0,Psych
W_A_F_YLN_RU_1,YLN_RU,W,L3,RU,RU,[GLCLC text removed],感到,Attracted,MS,,,,,6686.0,5.56,Repelled,2.0,Psych
W_A_M_PWL_AU_3,PWL_AU,W,L3,AU,EN,[GLCLC text removed],感到,Attracted,MS,,,,,6686.0,5.56,Repelled,2.0,Psych
W_A_F_HJQ_TH_4,HJQ_TH,W,L3,TH,TH,[GLCLC text removed],感到,Attracted,MS,,,,,6686.0,5.56,Repelled,2.0,Psych
W_A_F_YLN_RU_5,YLN_RU,W,L3,RU,RU,[GLCLC text removed],感到,Attracted,MS,,,,,6686.0,5.56,Repelled,2.0,Psych
W_A_M_KME_UZ_4,KME_UZ,W,L3,UZ,TK,[GLCLC text removed],打折,Repelled,SI,,,,,1.0,0.0,Repelled,6.0,Social
W_A_M_FZLD_UZ_5,FZLD_UZ,W,L3,UZ,TK,[GLCLC text removed],提出,Attracted,ABT,,,,,4619.0,0.0,Repelled,6.0,Communication
W_A_F_KJ_RU_1,KJ_RU,W,L3,RU,RU,[GLCLC text removed],敏感,Attracted,MS,,,,,141.0,1.85,Attracted,4.0,Psych
W_A_F_MLT_TJ,MLT_TJ,W,L3,TJ,Other,[GLCLC text removed],是,Attracted,EVAL,,,,,4128.0,18.54,Repelled,1.0,Functional
W_A_F_LY_SK_1,LY_SK,W,L3,SK,Other,[GLCLC text removed],是,Attracted,EVAL,,,,,4128.0,18.54,Repelled,1.0,Functional
S_A_F_AYD_KG,AYD_KG,S,L3,KG,TK,[GLCLC text removed],有,Attracted,ABT,,,,,11370.0,77.85,Attracted,1.0,Functional
S_A_F_DJM_KR,DJM_KR,S,L3,KR,KR,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
S_A_M_DBL_BF_3,DBL_BF,S,L3,BF,FR,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
S_A_M_BAOLUO_CL_3,BAOLUO_CL,S,L3,CL,ES,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
S_A_M_HH_SD_2,HH_SD,S,L3,SD,AR,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,61.17,Attracted,1.0,Functional
W_A_M_LDYU_KR_1,LDYU_KR,W,L3,KR,KR,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_F_AM_GN_2,AM_GN,W,L3,GN,EN,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_M_CYJ_KR_1,CYJ_KR,W,L3,KR,KR,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_M_HJY_JP,HJY_JP,W,L3,JP,JP,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_F_LHL_ID_3,LHL_ID,W,L3,ID,Other,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_M_ADY_SE_4,ADY_SE,W,L3,SE,Other,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_M_YLYA_RU_3,YLYA_RU,W,L3,RU,RU,[GLCLC text removed],有,Attracted,MS,,,,,23048.0,77.85,Attracted,1.0,Functional
W_A_F_CLY_KR,CLY_KR,W,L3,KR,KR,[GLCLC text removed],有,Attracted,ABT,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_F_KLN_RU_1,KLN_RU,W,L3,RU,RU,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_M_FZLD_UZ_6,FZLD_UZ,W,L3,UZ,TK,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_M_AJX_KR_6,AJX_KR,W,L3,KR,KR,[GLCLC text removed],有,Attracted,ABT,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_M_CGL_MG_3,CGL_MG,W,L3,MG,Other,[GLCLC text removed],有,Attracted,MS,,,,,23048.0,77.85,Attracted,1.0,Functional
W_A_M_LDYU_KR_2,LDYU_KR,W,L3,KR,KR,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
S_A_F_JXY_KR,JXY_KR,S,L3,KR,KR,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
S_A_F_TLL_UA,TLL_UA,S,L3,UA,Other,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
S_A_M_ADY_SE,ADY_SE,S,L3,SE,Other,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
S_A_M_CGL_MG,CGL_MG,S,L3,MG,Other,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_F_YLN_RU_3,YLN_RU,W,L3,RU,RU,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_M_NG_KZ_4,NG_KZ,W,L3,KZ,TK,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_M_SSH_KZ_2,SSH_KZ,W,L3,KZ,TK,[GLCLC text removed],有,Attracted,MS,,,,,23048.0,77.85,Attracted,1.0,Functional
W_A_F_JDHN_KR,JDHN_KR,W,L3,KR,KR,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_F_MCWX_JP_1,MCWX_JP,W,L3,JP,JP,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_F_MYS_BR,MYS_BR,W,L3,BR,PT,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_F_ZEH_KR,ZEH_KR,W,L3,KR,KR,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_F_KLN_RU_5,KLN_RU,W,L3,RU,RU,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_F_ZZ_KZ_6,ZZ_KZ,W,L3,KZ,TK,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_M_RJF_VN,RJF_VN,W,L3,VN,VN,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_M_ZHX_VE_10,ZHX_VE,W,L3,VE,ES,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_M_ZHX_VE_9,ZHX_VE,W,L3,VE,ES,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_M_ZYK_VE_6,ZYK_VE,W,L3,VE,ES,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_F_YESE_KZ_2,YESE_KZ,W,L3,KZ,TK,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_M_HSMH_JP_7,HSMH_JP,W,L3,JP,JP,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
S_A_M_HH_SD_3,HH_SD,S,L3,SD,AR,[GLCLC text removed],有利,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
W_A_M_FZLD_UZ_1,FZLD_UZ,W,L3,UZ,TK,[GLCLC text removed],有利,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
W_A_F_ASL_KZ_2,ASL_KZ,W,L3,KZ,TK,[GLCLC text removed],有,Attracted,MS,,,,,23048.0,77.85,Attracted,1.0,Functional
W_A_F_JBLU_KR_1,JBLU_KR,W,L3,KR,KR,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
S_A_F_LSJ_KR,LSJ_KR,S,L3,KR,KR,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
S_A_F_KAL_PE,KAL_PE,S,L3,PE,ES,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
S_A_M_HH_SD_7,HH_SD,S,L3,SD,AR,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
W_A_F_ALU_KG_1,ALU_KG,W,L3,KG,TK,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
W_A_F_XEY_MM_7,XEY_MM,W,L3,MM,Other,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
W_A_F_HJQ_TH_4,HJQ_TH,W,L3,TH,TH,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
S_A_M_ZCY_KR_1,ZCY_KR,S,L3,KR,KR,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
S_A_M_ZCY_KR_1,ZCY_KR,S,L3,KR,KR,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_F_LHL_ID_1,LHL_ID,W,L3,ID,Other,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
W_A_F_YAL_KZ_4,YAL_KZ,W,L3,KZ,TK,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
S_A_F_LJ_RU,LJ_RU,S,L3,RU,RU,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
W_A_M_ZSD_RU_3,ZSD_RU,W,L3,RU,RU,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
W_A_F_ZSY_TH_5,ZSY_TH,W,L3,TH,TH,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
W_A_M_DBL_BF_2,DBL_BF,W,L3,BF,FR,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
W_A_F_GB_MX_4,GB_MX,W,L3,MX,ES,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
S_A_M_DBL_BF_5,DBL_BF,S,L3,BF,FR,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_F_ALX_KZ_5,ALX_KZ,W,L3,KZ,TK,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
W_A_F_JIN_RU_2,JIN_RU,W,L3,RU,RU,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
W_A_M_PWL_AU_2,PWL_AU,W,L3,AU,EN,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_F_SXX_KR,SXX_KR,W,L3,KR,KR,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_F_YAL_KZ_5,YAL_KZ,W,L3,KZ,TK,[GLCLC text removed],有,Attracted,ABT,,,,,11370.0,61.17,Attracted,1.0,Functional
W_A_F_JBLU_KR_4,JBLU_KR,W,L3,KR,KR,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,61.17,Attracted,1.0,Functional
S_A_M_WGT_LT_2,WGT_LT,S,L3,LT,Other,[GLCLC text removed],有,Attracted,MS,,,,,23048.0,61.17,Attracted,1.0,Functional
S_A_M_BJDG_JP,BJDG_JP,S,L3,JP,JP,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
S_A_F_JML_KR_3,JML_KR,S,L3,KR,KR,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_F_LYN_RU_1,LYN_RU,W,L3,RU,RU,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,61.17,Attracted,1.0,Functional
W_A_F_DLY_RU_1,DLY_RU,W,L3,RU,RU,[GLCLC text removed],有,Attracted,MS,,,,,531.0,61.17,Attracted,1.0,Functional
S_A_F_JXY_KR,JXY_KR,S,L3,KR,KR,[GLCLC text removed],满意,Attracted,MS,,,,,1602.0,25.95,Attracted,2.0,Psych
S_A_M_WGT_LT_3,WGT_LT,S,L3,LT,Other,[GLCLC text removed],满意,Attracted,MS,,,,,1602.0,25.95,Attracted,2.0,Psych
W_A_F_YESE_KZ_3,YESE_KZ,W,L3,KZ,TK,[GLCLC text removed],满意,Attracted,MS,,,,,1602.0,25.95,Attracted,2.0,Psych
W_A_F_ASL_KZ_1,ASL_KZ,W,L3,KZ,TK,[GLCLC text removed],满意,Attracted,MS,,,,,1602.0,25.95,Attracted,2.0,Psych
W_A_F_SNME_KR_1,SNME_KR,W,L3,KR,KR,[GLCLC text removed],满足,Attracted,MS,,,,,52.0,0.0,Repelled,4.0,Psych
W_A_F_WSNA_KR_2,WSNA_KR,W,L3,KR,KR,[GLCLC text removed],烂熟于心,Repelled,MS,,,,,0.0,0.0,,6.0,Psych
W_A_F_LJW_VE_1,LJW_VE,W,L3,VE,ES,[GLCLC text removed],熟悉,Attracted,MS,,,,,1180.0,5.56,Attracted,3.0,Psych
W_A_F_HPL_TH_4,HPL_TH,W,L3,TH,TH,[GLCLC text removed],熟悉,Attracted,MS,,,,,1180.0,5.56,Attracted,3.0,Psych
W_A_F_ZXLI_TH_4,ZXLI_TH,W,L3,TH,TH,[GLCLC text removed],熟悉,Attracted,MS,,,,,1180.0,5.56,Attracted,3.0,Psych
W_A_F_FSHY_VN_7,FSHY_VN,W,L3,VN,VN,[GLCLC text removed],熟悉,Attracted,MS,,,,,1180.0,5.56,Attracted,3.0,Psych
W_A_F_XMX_KR_4,XMX_KR,W,L3,KR,KR,[GLCLC text removed],熟悉,Attracted,MS,,,,,1180.0,5.56,Attracted,3.0,Psych
W_A_F_MLK_KG,MLK_KG,W,L3,KG,TK,[GLCLC text removed],熟悉,Attracted,MS,,,,,1180.0,5.56,Attracted,3.0,Psych
S_A_F_LYL_KR,LYL_KR,S,L3,KR,KR,[GLCLC text removed],理解,Attracted,MS,,,,,390.0,16.68,Repelled,3.0,Psych
W_A_F_LY_SK_2,LY_SK,W,L3,SK,Other,[GLCLC text removed],理解,Attracted,MS,,Error,Collocation,Collocation_VA,390.0,16.68,Repelled,3.0,Psych
W_A_M_WHY_TH_1,WHY_TH,W,L3,TH,TH,[GLCLC text removed],理解,Attracted,MS,,Error,Collocation,Collocation_VA,390.0,16.68,Repelled,3.0,Psych
W_A_F_FSHY_VN_5,FSHY_VN,W,L3,VN,VN,[GLCLC text removed],留下,Attracted,MS,,,,,161.0,0.0,Repelled,6.0,Functional
S_A_F_QYX_KR_2,QYX_KR,S,L3,KR,KR,[GLCLC text removed],相信,Repelled,MS,,Error,Collocation,Collocation_VA,122.0,0.0,Repelled,2.0,Psych
S_A_F_QYX_KR_2,QYX_KR,S,L3,KR,KR,[GLCLC text removed],相信,Repelled,MS,,Error,Collocation,Collocation_VA,122.0,0.0,Repelled,2.0,Psych
W_A_M_FZLD_UZ_7,FZLD_UZ,W,L3,UZ,TK,[GLCLC text removed],知道,Repelled,MS,,,,,492.0,1.85,Repelled,1.0,Psych
W_A_M_AJX_KR_5,AJX_KR,W,L3,KR,KR,[GLCLC text removed],知道,Repelled,MS,,,,,492.0,1.85,Repelled,1.0,Psych
W_A_M_AJ_KZ_1,AJ_KZ,W,L3,KZ,TK,[GLCLC text removed],糊涂,Repelled,MS,,,,,0.0,0.0,Repelled,4.0,Psych
W_A_M_WHY_TH_1,WHY_TH,W,L3,TH,TH,[GLCLC text removed],自豪,Repelled,MS,,,,,16.0,0.0,Repelled,4.0,Psych
W_A_F_YLN_RU_5,YLN_RU,W,L3,RU,RU,[GLCLC text removed],茫然,Repelled,MS,,,,,10.0,0.0,Repelled,6.0,Psych
W_A_F_XEY_MM_5,XEY_MM,W,L3,MM,Other,[GLCLC text removed],表示,Attracted,ABT,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_M_PWL_AU_3,PWL_AU,W,L3,AU,EN,[GLCLC text removed],觉得,Repelled,MS,,,,,388.0,0.0,Repelled,1.0,Psych
W_A_F_MCWX_JP_3,MCWX_JP,W,L3,JP,JP,[GLCLC text removed],负,Attracted,ABT,,,,,718.0,7.41,Attracted,3.0,Functional
W_A_F_ZXW_KR_2,ZXW_KR,W,L3,KR,KR,[GLCLC text removed],负,Attracted,ABT,,,,,718.0,7.41,Attracted,3.0,Functional
W_A_M_CFX_TH_2,CFX_TH,W,L3,TH,TH,[GLCLC text removed],负,Attracted,ABT,,,,,718.0,7.41,Attracted,3.0,Functional
W_A_M_ZCS_TH_2,ZCS_TH,W,L3,TH,TH,[GLCLC text removed],负,Attracted,ABT,,,,,718.0,7.41,Attracted,3.0,Functional
W_A_F_CAMLG_TH_2,CAMLG_TH,W,L3,TH,TH,[GLCLC text removed],赞同,Attracted,MS,,,,,54.0,0.0,Repelled,4.0,Psych
W_A_F_JXZI_KR,JXZI_KR,W,L3,KR,KR,[GLCLC text removed],重要,Repelled,EVAL,,,,,400.0,9.27,Attracted,2.0,Attribute
W_A_F_FSHY_VN_7,FSHY_VN,W,L3,VN,VN,[GLCLC text removed],陌生,Attracted,MS,,,,,100.0,0.0,Repelled,4.0,Psych
W_A_F_CSXQ_VN_2,CSXQ_VN,W,L3,VN,VN,[GLCLC text removed],陌生,Attracted,MS,,,,,100.0,0.0,Repelled,4.0,Psych
W_A_M_QAL_KZ_5,QAL_KZ,W,L3,KZ,TK,[GLCLC text removed],难,Repelled,MS,,,,,8.0,0.0,Repelled,2.0,Attribute
W_A_F_DLY_RU_2,DLY_RU,W,L3,RU,RU,[GLCLC text removed],忘怀,Attracted,MS,,,,,49.0,0.0,Repelled,6.0,Psych
W_A_F_DLY_RU_3,DLY_RU,W,L3,RU,RU,[GLCLC text removed],忘怀,Attracted,MS,,,,,49.0,0.0,Repelled,6.0,Psych
W_A_F_ZSYA_TH_1,ZSYA_TH,W,L3,TH,TH,[GLCLC text removed],骄傲,Repelled,MS,,,,,9.0,0.0,Repelled,3.0,Psych
W_I_F_LHYI_VN_7,LHYI_VN,W,L2,VN,VN,[GLCLC text removed],开心,Repelled,MS,,Error,Omission,Omission,0.0,0.0,Repelled,3.0,Psych
S_I_F_LXHU_KR_3,LXHU_KR,S,L2,KR,KR,[GLCLC text removed],讲,Attracted,ABT,,,,,3272.0,11.12,Attracted,2.0,Communication
W_A_F_CLY_KR,CLY_KR,W,L3,KR,KR,[GLCLC text removed],是,Attracted,EVAL,,,,,4128.0,18.54,Repelled,1.0,Functional
W_I_F_JXJ_KR_3,JXJ_KR,W,L2,KR,KR,[GLCLC text removed],感谢,Attracted,MS,,Error,Collocation,Collocation_VA,43.0,0.0,Repelled,3.0,Psych
